"State_Name","Constituency_No","Constituency_Name","Year","Assembly_No","Electors","Turnout","ENOP","volatility","incumb_change","state_incumb_change","nat_incumb_change"
"Andhra_Pradesh",24,"VISAKHAPATNAMI",2006,12,132586,44.41,2.13,0,0,0,0
"Andhra_Pradesh",25,"GAJUWAKA",2014,14,290224,64.92,2.33,0,0,0,0
"Andhra_Pradesh",25,"GAJUWAKA",2019,15,310011,64.28,3.23,31.92,-23.12,-23.12,0
"Andhra_Pradesh",25,"PEDDAPALLE",2009,13,225755,70.92,3.7,0,0,0,0
"Andhra_Pradesh",25,"VISAKHAPATNAM-II",1983,7,181277,49.43,1.89,0,0,0,0
"Andhra_Pradesh",25,"VISAKHAPATNAM-II",1985,8,204771,53.77,2.04,82.805,-69.28,-69.28,27.96
"Andhra_Pradesh",25,"VISAKHAPATNAM-II",1989,9,237605,60.07,1.92,16.53,-16.08,-16.08,16.54
"Andhra_Pradesh",25,"VISAKHAPATNAM-II",1994,10,275621,55.5,2.22,20.695,-20.7,-20.7,-20.7
"Andhra_Pradesh",25,"VISAKHAPATNAM-II",1999,11,372954,52.02,2.13,6.01,1.58,1.58,0.019999999999996
"Andhra_Pradesh",25,"VISAKHAPATNAM-II",2004,12,403263,51.19,2,23.785,-19.68,-19.68,0
"Andhra_Pradesh",26,"CHODAVARAM",2014,14,196500,84.78,2.17,0,0,0,0
"Andhra_Pradesh",26,"CHODAVARAM",2019,15,210806,82.88,2.27,12.14,-10.26,-10.26,0
"Andhra_Pradesh",26,"KARIMNAGAR",2009,13,261573,53.57,2.94,0,0,0,0
"Andhra_Pradesh",26,"PENDURTHI",1980,6,102350,70.13,4.76,0,0,0,0
"Andhra_Pradesh",26,"PENDURTHI",1983,7,140402,59.8,2.27,51.065,-33,-33,0
"Andhra_Pradesh",26,"PENDURTHI",1985,8,172319,61.01,2.04,76.405,-61.55,-61.55,22.66
"Andhra_Pradesh",26,"PENDURTHI",1989,9,239150,65.36,2.08,9.35,-9.29,-9.29,8.36000000000001
"Andhra_Pradesh",26,"PENDURTHI",1994,10,286532,62.03,2.38,61.925,-17.09,-17.09,-17.09
"Andhra_Pradesh",26,"PENDURTHI",1999,11,376860,59.97,2.27,58.065,-48.48,0,5.27
"Andhra_Pradesh",26,"PENDURTHI",2004,12,428823,58.79,2.04,12.815,-6.56,-6.56,0
"Andhra_Pradesh",27,"CHOPPADANDI",2009,13,200641,69.16,2.94,0,0,0,0
"Andhra_Pradesh",27,"UTTARAPALLI",1983,7,92765,72.86,1.82,0,0,0,0
"Andhra_Pradesh",27,"UTTARAPALLI",1985,8,98884,69.12,1.89,71.02,-71.02,-71.02,3.77
"Andhra_Pradesh",27,"UTTARAPALLI",1989,9,116217,68.23,2.63,31.295,-17.43,-17.43,-13.86
"Andhra_Pradesh",27,"UTTARAPALLI",1994,10,126142,73.19,2.38,24.57,8.4,11.09,11.09
"Andhra_Pradesh",27,"UTTARAPALLI",1999,11,118862,76.17,2.78,20.275,-15.2,-15.2,11.98
"Andhra_Pradesh",27,"UTTARAPALLI",2004,12,121568,82.09,2.13,20.02,-3.15000000000001,-3.15000000000001,0
"Andhra_Pradesh",27,"V.MADUGULA",2014,14,173857,84.64,2.22,0,0,0,0
"Andhra_Pradesh",27,"V.MADUGULA",2019,15,186294,82.99,2.38,7.88,1.86,-5.51,0
"Andhra_Pradesh",28,"ARAKU VALLEY",2014,14,214100,70.11,4,0,0,0,0
"Andhra_Pradesh",28,"ARAKU VALLEY",2019,15,220893,71.34,6.25,21.655,-8.73999999999999,-7.1,0
"Andhra_Pradesh",28,"SRUNGAVARAPUKOTA",1983,7,106204,62.81,2.27,0,0,0,0
"Andhra_Pradesh",28,"SRUNGAVARAPUKOTA",1985,8,113725,53.05,1.64,79.605,-79.6,-79.6,6.09
"Andhra_Pradesh",28,"SRUNGAVARAPUKOTA",1989,9,137083,63.24,2,19.63,-19.63,-19.63,19.63
